名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
平原里小区,西城,牛街,2室1厅,南/北,55.0,7400,134
铁二区,西城,月坛,1室1厅,南,51.5,7000,135
真武家园,西城,木樨地,4室1厅,南/北,73.5,34000,462
东经路104号院,西城,陶然亭,2室1厅,,44.0,8100,184
大井胡同,西城,六铺炕,1室1厅,东,19.0,5700,300
红莲南里,西城,马连道,2室1厅,南/北,28.0,5800,207
中基大厦,西城,马连道,1房间,西北,62.5,7500,120
里仁东街,西城,陶然亭,1室1厅,南,36.0,6300,175
木樨地,西城,木樨地,2室1厅,北,32.5,8000,246
高家寨,西城,陶然亭,1室1厅,南/北,48.0,6000,125
林校北里,大兴,黄村火车站,2室2厅,南/北,51.0,3400,66
大兴金茂悦,大兴,大兴其它,2室1厅,南,59.5,3000,50
保利茉莉公馆,大兴,高米店,2室1厅,南/北,83.0,5800,69
保利茉莉公馆,大兴,高米店,3房间,南/西,45.0,8500,188
德宏景苑西区,大兴,瀛海,3室1厅,南/北,47.0,5300,112
顺驰领海,大兴,高米店,4室2厅,南/北,73.5,8500,115
万科天地,大兴,义和庄,4房间,西,53.0,4000,75
九龙家园北区,大兴,西红门,3室2厅,南/北,73.5,7500,102
首开龙湖天琅,大兴,瀛海,6房间,南/北,64.0,11000,171
亦庄金茂府,大兴,亦庄开发区其它,4室2厅,南/北,96.0,26000,270
北京城建海梓府,大兴,亦庄开发区其它,3室1厅,南/北,50.5,7500,148
亦庄金茂府,大兴,亦庄开发区其它,4室2厅,南/北,125.0,31000,248
新里西斯莱公馆,大兴,高米店,3室1厅,南/北,72.5,6400,88
华远和墅,大兴,南中轴机场商务区,2室1厅,南/北,40.0,2500,62
万科金域东郡,大兴,亦庄开发区其它,2室1厅,南/北,37.5,6500,173
马赛公馆,大兴,枣园,2房间,西,60.5,4100,67
绿地花都苑,房山,长阳,2室1厅,南/北,44.0,3800,86
首创伊林郡一期,房山,良乡,3室2厅,南/北,65.5,4000,61
启航国际三期,房山,长阳,1房间,南/北,33.0,3500,106
首创紫悦台,房山,良乡,2室1厅,南,53.5,4000,74
金地·大湖风华,房山,房山其它,3室2厅,南/北,44.5,4000,89
万科幸福汇,房山,窦店,2室1厅,南/北,85.5,2750,32
绿城百合公寓北区,房山,阎村,3室2厅,南/北,74.5,4500,60
西悦欣居,房山,长阳,2室1厅,南/北,67.5,4000,59
长阳半岛怡和南路8号院,房山,长阳,3室1厅,南/北,64.5,5900,91
首开熙悦观湖,房山,房山其它,3室1厅,南/北,44.5,3900,87
长阳半岛3号院,房山,长阳,2室1厅,南,44.0,4300,97
芭蕾雨悦都南区,房山,长阳,3室2厅,南,40.5,5500,135
化四小区,房山,城关,2室1厅,南,36.0,1600,44
珠江萨尔斯郡,通州,马驹桥,4室2厅,南/北,146.5,14000,95
天赐良园二期半,通州,北关,2室1厅,南/北,53.5,7000,130
华龙小区,通州,潞苑,1室1厅,南/北,58.5,2900,49
华龙小区,通州,潞苑,3室1厅,南/北,79.0,3900,49
后北营家园,通州,通州其它,2室1厅,南/北,45.0,4000,88
通州富力中心A,通州,武夷花园,3室1厅,南/北,72.5,9000,124
旭辉丽舍,通州,通州其它,2房间,南,30.0,2700,90
加华印象街,通州,武夷花园,2室1厅,南/北,94.5,4980,52
华业东方玫瑰A区,通州,临河里,4室2厅,南/北,100.0,10500,105
华远铭悦,通州,临河里,4室2厅,南/北,86.0,8800,102
上潞园,通州,潞苑,2室1厅,,41.5,2500,60
世界侨商中心,通州,北关,1室0厅,北,21.0,3600,171
新华联家园北区,通州,果园,1室0厅,北,48.0,3500,72
北苑甲55号院,通州,通州北苑,2室1厅,南/北,73.5,3800,51
美然绿色家园,大兴,旧宫,2室1厅,南/北,55.5,5700,102
彩虹新城,大兴,枣园,1室1厅,西北,61.0,3900,63
泰禾中央广场,大兴,黄村火车站,3房间,东/北,39.5,4600,116
顺驰领海,大兴,高米店,3室2厅,南/北,96.5,7000,72
众美MIMO公馆,大兴,大兴新机场,2房间,南,27.5,2200,80
泰禾中央广场,大兴,黄村火车站,2房间,北,24.0,3800,158
丽园东里,大兴,枣园,1室1厅,南/北,33.0,4100,124
绿地海珀云翡,大兴,大兴其它,4室2厅,南/北,66.5,9800,147
观音寺北里,大兴,观音寺,3室1厅,南/北,59.0,4000,67
首地浣溪谷,大兴,南中轴机场商务区,3室1厅,南/北,62.0,3200,51
金融街融汇,大兴,天宫院,2室1厅,南,39.5,4500,113
保利首开熙悦春天,大兴,天宫院,4室1厅,南/北,48.0,6000,125
汇贤家园二里15号院,大兴,天宫院南,1室1厅,南,30.5,1300,42
南海家园一里,大兴,亦庄开发区其它,1室1厅,南/北,24.5,3700,151
首开熙悦睿府书香,房山,良乡,2房间,南,25.0,2800,112
禾香雅园,房山,长阳,3室1厅,南/北,78.0,4300,55
昊天大街118号,房山,良乡,2室1厅,南,74.0,2300,31
中海寰宇视界,房山,长阳,1室1厅,南/北,30.0,4700,156
京投万科金域公园,房山,长阳,3室1厅,南/北,49.0,5000,102
加州水郡二期,房山,长阳,3室2厅,南/北,81.0,5200,64
徜徉嘉园6号院,房山,长阳,3室1厅,南,46.5,4700,101
五矿名品,房山,长阳,3室2厅,南/北,76.0,7500,98
首创新悦都一区,房山,长阳,3室1厅,南/北,59.0,4600,77
五和万科长阳天地9号院,房山,长阳,2房间,南,30.5,3100,101
绿地花都苑,房山,长阳,3室2厅,南/北,57.5,5500,95
中骏云景台,房山,房山其它,3室2厅,南/北,70.0,3450,49
长阳半岛2号院,房山,长阳,3室1厅,南/北,51.5,5300,102
首开熙悦山澜庭,房山,长阳,2室1厅,南/北,71.0,4700,66
北京城建琨廷漫缇,房山,窦店,3室2厅,南/北,77.0,3700,48
芭蕾雨悦都南区,房山,长阳,3室1厅,南,44.5,5300,119
世茂维拉,房山,长阳,4室2厅,南/北,153.0,23000,150
运河湾南区,通州,武夷花园,1室1厅,南,47.5,3800,80
中建红杉溪谷,通州,潞苑,6室2厅,南/北,97.0,22000,226
十里春风,通州,通州其它,2室1厅,南/北,39.5,1800,45
合生世界村,通州,马驹桥,2室1厅,南/北,46.0,4000,86
运河铭著,通州,北关,3室1厅,南/北,70.0,5500,78
米拉小镇,通州,马驹桥,3室1厅,南,54.0,5300,98
摩卡空间,通州,万达,1室1厅,东,47.0,4100,87
11站,通州,梨园,1室0厅,北,23.5,3400,144
梨园100号院,通州,梨园,2室1厅,南/北,31.0,3600,116
葛布店东里,通州,果园,3室1厅,南/北,74.0,4500,60
保利大都汇,通州,万达,2室1厅,北,28.5,5300,185
阿尔法社区三期,通州,九棵树(家乐福),2室1厅,南,58.5,4000,68
龙湖花盛香醍,通州,九棵树(家乐福),7室4厅,南/北,175.5,32000,182
中泽雅园,通州,九棵树(家乐福),1室1厅,南,29.5,3200,108
天赐良园一期,通州,北关,1室1厅,南/北,33.0,4600,139
永顺北街,通州,北关,3室1厅,南/北,67.5,4800,71
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
老山东里,石景山,老山,2室1厅,南,52.5,5250,100
金隅滨和园2号院,石景山,石景山其它,1室1厅,南,56.0,3400,60
苹果园小区一区,石景山,苹果园,2室1厅,南/北,52.0,5040,96
金顶街四区,石景山,苹果园,1室1厅,南,46.5,5200,111
槿花苑,石景山,古城,1室1厅,南,22.5,4300,191
六合园,石景山,鲁谷,2室1厅,南/北,35.0,5600,160
模式口西里,石景山,苹果园,2室1厅,南/北,64.0,4120,64
中海金鑫阁,石景山,古城,3室1厅,南,65.0,5700,87
茂华景上景,石景山,杨庄,2房间,南,27.0,5280,195
模式口西里,石景山,苹果园,2室1厅,南/北,45.0,4100,91
模式口西里,石景山,苹果园,2室1厅,南,39.0,4500,115
苹果园小区一区,石景山,苹果园,2室1厅,南,32.5,5200,160
金顶阳光,石景山,苹果园,2室1厅,南/北,58.0,5700,98
鲁谷村,石景山,鲁谷,2室1厅,南/北,44.5,5500,123
模式口西里,石景山,苹果园,2室1厅,东/西,45.0,3675,81
赵山,石景山,苹果园,2室1厅,南/北,59.5,3600,60
金顶阳光,石景山,苹果园,1室1厅,南,42.0,4600,109
金顶街五区,石景山,苹果园,2室1厅,西/北,85.0,5775,67
天翠阳光新城,石景山,城子,2室1厅,南/北,79.5,3600,45
衙府泰园,石景山,鲁谷,3室2厅,南/北,60.0,7100,118
玉泉路15号院,石景山,玉泉路,3室1厅,南/北,45.0,8500,188
六合园,石景山,鲁谷,1室1厅,西南,61.0,4100,67
古城北路,石景山,古城,2室1厅,南/北,49.5,6200,125
六合园,石景山,鲁谷,1室1厅,东南,61.0,4100,67
老山东里,石景山,老山,2室1厅,南,57.5,5100,88
重兴嘉园,石景山,鲁谷,2室1厅,东南,49.5,5200,105
西现代城,石景山,杨庄,1室0厅,北,53.0,4600,86
海特花园西区,石景山,苹果园,2室1厅,南/北,57.0,5565,97
卓越万科翡翠山晓,石景山,石景山其它,3室1厅,南/北,90.5,5565,61
杨庄北区,石景山,杨庄,1室1厅,西南,50.0,5460,109
锦顺佳园,海淀,上地,4室2厅,南/北,120.0,17000,141
交大东路4号院,海淀,西直门,2室1厅,南/西,32.0,8500,265
东馨园,海淀,西北旺,3室1厅,,42.5,9000,211
五福玲珑居南区,海淀,四季青,1室1厅,南,33.5,6260,186
永定路1号院,海淀,田村,2室1厅,东,29.0,6160,212
交大东路34号院,海淀,西直门,2室1厅,南/北,29.5,7000,237
塔院小区,海淀,牡丹园,1室1厅,南,69.5,7630,109
空间物理所小区,海淀,中关村,3室1厅,东,66.0,19000,287
铭科苑,海淀,西二旗,2室1厅,北,63.5,8530,134
盈都大厦,海淀,知春路,1室1厅,北,89.0,17600,197
橡树湾二期,海淀,清河,4室2厅,南/北,91.0,17500,192
机械研究院东区,海淀,甘家口,3室2厅,东/西,66.0,17800,269
知春里,海淀,双榆树,2室1厅,南,40.5,10360,255
冠城大通百旺府,海淀,海淀北部新区,2室1厅,南/北,55.0,8000,145
远大园三区,海淀,世纪城,3室2厅,西南,113.5,18500,162
志强北园,海淀,小西天,1室1厅,南,48.0,6460,134
文慧园,海淀,小西天,3室2厅,南/北,57.5,9600,166
大牛坊,海淀,海淀北部新区,1室1厅,西,55.5,5830,105
安宁里南区,海淀,安宁庄,2室1厅,东,49.5,7200,145
政法大学文化楼,海淀,小西天,1室1厅,南,62.5,6300,100
远大园四区,海淀,世纪城,1室2厅,东,83.0,10490,126
北太平庄路,海淀,北太平庄,2室1厅,南/北,27.5,8100,294
海淀南路34号,海淀,苏州桥,1室1厅,南,37.5,8600,229
万德嘉园二区,海淀,西北旺,2室1厅,南,55.0,8090,147
龙翔路小区,海淀,牡丹园,2室1厅,西南,55.5,8600,154
海淀幸福里,海淀,海淀北部新区,3室1厅,东南,84.5,9390,111
世华龙樾一期西区,海淀,清河,1室1厅,南,26.0,6678,256
远大园六区,海淀,世纪城,2室1厅,东南,77.0,12000,155
柏儒苑,海淀,学院路,3室1厅,南/北,99.0,12500,126
海淀幸福里,海淀,海淀北部新区,4室2厅,南/北,72.5,12500,172
金色漫香苑,昌平,北七家,2室1厅,南/北,44.0,5400,122
和平家园小区,昌平,鼓楼大街,1室1厅,南,29.0,3600,124
流星花园三区,昌平,回龙观,3室2厅,南/北,64.0,7800,121
融泽嘉园中路1号院,昌平,回龙观,3室1厅,南/北,57.5,8500,147
北街家园七区,昌平,沙河,3室2厅,西,45.5,6000,131
东二旗新村,昌平,北七家,1室1厅,南,58.0,3700,63
流星花园三区,昌平,回龙观,3室1厅,南/北,71.5,7800,109
公园两栋,昌平,天通苑,2房间,南,28.0,7800,278
天通苑二区,昌平,天通苑,2室1厅,南/北,44.5,5500,123
昌盛园一区,昌平,东关,2室2厅,南/北,58.0,4800,82
华润理想国,昌平,北七家,3室1厅,南/北,50.0,6000,120
燕城苑南区,昌平,北七家,2室1厅,南/北,46.0,4700,102
骊龙园,昌平,回龙观,3室2厅,南/北,76.5,7500,98
北街家园七区,昌平,沙河,1室1厅,西,20.0,2900,145
保利垄上,昌平,小汤山,5室2厅,南/北,225.0,22000,97
北亚花园,昌平,北七家,3室1厅,南/北,68.5,4200,61
天通西苑二区,昌平,天通苑,2室1厅,南/北,81.5,5600,68
卢卡新天地,昌平,天通苑,3房间,南/北,53.0,9000,169
保利垄上八区,昌平,小汤山,4室2厅,南/北,157.0,14000,89
旗胜家园,昌平,西三旗,2室1厅,南/北,55.0,6400,116
天通苑北二区,昌平,天通苑,3室2厅,南/北,71.0,7500,105
上北鑫座,昌平,回龙观,2房间,南,54.0,6200,114
上北鑫座,昌平,回龙观,2房间,南,54.0,6200,114
天通苑四区,昌平,天通苑,2室1厅,南/北,45.0,5900,131
溪城家园,昌平,立水桥,2室1厅,南,61.5,6300,102
领秀慧谷A区,昌平,回龙观,2室1厅,南/北,54.5,5600,102
天通中苑二区,昌平,天通苑,3房间,南/北,122.5,30000,244
金色漫香苑,昌平,北七家,3室2厅,南/北,102.5,7780,75
龙跃苑东二区,昌平,回龙观,3室1厅,南/北,62.0,8200,132
龙德紫金,昌平,天通苑,1室0厅,西,28.5,4900,171
北辰墅院1900,顺义,马坡,2室2厅,南/北,63.5,4500,70
东亚首航国际,顺义,顺义其它,2房间,东,31.0,2900,93
中铁花溪渡,顺义,马坡,2室1厅,南/北,42.5,4000,94
香悦四季,顺义,马坡,1房间,西,16.5,2100,127
樱花园二区,顺义,李桥,2室1厅,南/北,35.0,3000,85
IDCITY艾迪城,顺义,后沙峪,3房间,西,33.5,6000,179
IDCITY艾迪城,顺义,后沙峪,3房间,南,37.0,9500,256
前进花园石门苑,顺义,顺义城,3室1厅,南/北,54.0,5100,94
西辛南区,顺义,顺义城,3室1厅,南/北,45.0,4000,88
智地香蜜湾,顺义,后沙峪,2室1厅,南,77.5,6500,83
石景苑,顺义,顺义城,2室1厅,南/北,42.5,4200,98
中粮祥云国际生活区,顺义,后沙峪,5室2厅,东/南,266.0,40000,150
仁和花园一区,顺义,顺义城,1室1厅,,30.0,3300,110
旭辉26街区,顺义,顺义其它,4房间,南/北,28.0,5300,189
建新南区,顺义,顺义城,1室1厅,南,47.0,3500,74
顺和花园,顺义,顺义其它,3室1厅,南/北,54.5,3800,69
纳帕尔湾,顺义,马坡,5室2厅,,208.5,18000,86
波特兰花园二期,顺义,顺义城,4室3厅,,279.0,39000,139
旭辉26街区,顺义,顺义其它,3房间,南,20.0,3500,175
幸福东区,顺义,顺义城,1室1厅,东,21.0,3000,142
三山新新家园,顺义,后沙峪,2室1厅,南/北,37.0,4500,121
顺悦家园,顺义,马坡,3室1厅,南/北,75.5,3100,41
胜利小区,顺义,顺义城,1室1厅,南/北,29.0,3900,134
东亚首航国际,顺义,顺义其它,1房间,东/西,38.0,2500,65
龙湾别墅,顺义,中央别墅区,4室2厅,南,231.0,59000,255
首创悦树湾,顺义,顺义其它,2室1厅,南/北,53.5,3000,56
石园北区,顺义,顺义城,2室2厅,南/北,49.5,2900,58
国兴城,顺义,后沙峪,2室1厅,南,68.0,6300,92
马坡花园一区,顺义,马坡,3室2厅,南/北,78.0,5000,64
港馨家园西区,顺义,顺义城,3室1厅,南/北,58.5,4000,68
大山子北里,朝阳,大山子,2室1厅,西南,66.0,5850,88
石佛营西里小区,朝阳,石佛营,2室1厅,东,31.0,5100,164
金星园,朝阳,三元桥,1室1厅,南/西,67.0,7600,113
京棉新城,朝阳,十里堡,3室1厅,西北,55.0,7300,132
安贞西里,朝阳,安贞,1室1厅,北,59.5,6790,114
澳洲康都,朝阳,望京,1室1厅,东,47.5,7300,153
林达海渔广场,朝阳,十里河,3房间,东南,94.0,8000,85
定福庄西街,朝阳,定福庄,2室1厅,南/北,29.0,5200,179
世方豪庭,朝阳,亮马桥,3室2厅,南/北,129.5,24000,185
来北家园,朝阳,北苑,1室1厅,南,39.0,5600,143
北纬40度二期,朝阳,望京,1室1厅,南,35.0,7000,200
北花园小区3号院,朝阳,双桥,2室1厅,南,64.5,7200,111
霞光里30号院,朝阳,燕莎,2室1厅,,27.5,6000,218
松榆东里,朝阳,北工大,1室1厅,南,58.5,5630,96
万科星园,朝阳,奥林匹克公园,3室2厅,东南,89.5,16500,184
壹线国际,朝阳,四惠,2室1厅,西,45.0,7760,172
明天第一城6号院,朝阳,立水桥,3房间,南/北,39.5,7100,179
国风北京,朝阳,望京,3室2厅,南/北,90.5,14500,160
新城国际,朝阳,东大桥,3室1厅,西南,89.0,35000,393
泰福苑D3区,朝阳,定福庄,2室1厅,南,42.5,6960,163
光华路,朝阳,红庙,1室1厅,东,58.5,5400,92
国奥村,朝阳,奥林匹克公园,2室2厅,南/北,90.5,20000,220
绿丰家园,朝阳,豆各庄,1室1厅,南/北,59.0,3500,59
东柳西里,朝阳,双桥,1室1厅,南,45.5,3800,83
宝星国际二期,朝阳,望京,2室1厅,南/北,54.0,7500,138
金茂府北区,朝阳,大望路,5室2厅,南/北,195.5,92000,470
首创远洋·禧瑞春秋,朝阳,中央别墅区,5室2厅,南/北,175.0,35000,200
华威北里,朝阳,潘家园,2室1厅,西/北,35.5,6100,171
新城国际,朝阳,东大桥,1室0厅,西北,60.5,12000,198
武圣东里,朝阳,劲松,2室1厅,南,75.0,6000,80
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
康泽佳苑南区,房山,长阳,1室0厅,西南,67.0,2900,43
北潞芳家园,房山,良乡,2室2厅,南/北,97.0,3500,36
长阳半岛祥云墅,房山,长阳,7房间,南/北,110.0,22000,200
花园巷小区,房山,良乡,2室1厅,南/北,45.5,2500,54
金地朗悦YOYO派,房山,长阳,2房间,南,24.0,2600,108
西潞园一里,房山,良乡,1室1厅,南,20.0,2200,110
中骏云景台,房山,房山其它,3室2厅,南/北,67.5,3300,48
长阳半岛怡和路1号院,房山,长阳,3室1厅,南/北,86.5,5800,67
焦各庄街2号院,顺义,顺义其它,3房间,南/北,52.0,4800,92
绿地启航国际南区,顺义,后沙峪,2房间,北,104.5,12000,114
金域缇香,房山,长阳,2室1厅,南/北,54.0,4400,81
万科新里程57号院,房山,长阳,2室1厅,南,44.5,3900,87
首创新悦都二区,房山,长阳,2室2厅,南/北,65.5,3900,59
长阳半岛怡和南路10号院,房山,长阳,3室1厅,南,60.5,6000,99
绿城百合公寓南区,房山,阎村,2室1厅,南/北,54.5,3800,69
世茂维拉,房山,长阳,2室1厅,西,30.0,3200,106
康泽佳苑北区,房山,长阳,1室1厅,南,31.0,3600,116
长阳半岛怡和路8号院,房山,长阳,3室1厅,南/北,76.5,6600,86
北京城建琨廷漫缇,房山,窦店,3室1厅,南/北,82.0,3500,42
绿地诺亚方舟,房山,良乡,2室1厅,西/北,28.5,3500,122
西潞园二里,房山,良乡,3室1厅,南/北,46.0,2800,60
长阳半岛3号院,房山,长阳,3室2厅,南/北,90.0,6000,66
